ctrlid,label,content
2027,ID.BE-3,"' Priorities for organizational mission, objectives, and activities are established and communicated; Category: Business Environment (ID.BE): The organization’s mission, objectives, stakeholders, and activities are understood and prioritized; this information is used to inform cybersecurity roles, responsibilities, and risk management decisions., Function:IDENTIFY (ID)'"
2028,ID.BE-4,"' Dependencies and critical functions for delivery of critical services are established; Category: Business Environment (ID.BE): The organization’s mission, objectives, stakeholders, and activities are understood and prioritized; this information is used to inform cybersecurity roles, responsibilities, and risk management decisions., Function:IDENTIFY (ID)'"
2029,ID.BE-5,"' Resilience requirements to support delivery of critical services are established for all operating states (e.g. under duress/attack, during recovery, normal operations); Category: Business Environment (ID.BE): The organization’s mission, objectives, stakeholders, and activities are understood and prioritized; this information is used to inform cybersecurity roles, responsibilities, and risk management decisions., Function:IDENTIFY (ID)'"
2030,ID.GV-1,"' Organizational cybersecurity policy is established and communicated; Category: Governance (ID.GV): The policies, procedures, and processes to manage and monitor the organization’s regulatory, legal, risk, environmental, and operational requirements are understood and inform the management of cybersecurity risk., Function:IDENTIFY (ID)'"
2031,ID.GV-2,"' Cybersecurity roles and responsibilities are coordinated and aligned with internal roles and external partners; Category: Governance (ID.GV): The policies, procedures, and processes to manage and monitor the organization’s regulatory, legal, risk, environmental, and operational requirements are understood and inform the management of cybersecurity risk., Function:IDENTIFY (ID)'"
2032,ID.GV-3,"' Legal and regulatory requirements regarding cybersecurity, including privacy and civil liberties obligations, are understood and managed; Category: Governance (ID.GV): The policies, procedures, and processes to manage and monitor the organization’s regulatory, legal, risk, environmental, and operational requirements are understood and inform the management of cybersecurity risk., Function:IDENTIFY (ID)'"
2033,ID.GV-4,"' Governance and risk management processes address cybersecurity risks; Category: Governance (ID.GV): The policies, procedures, and processes to manage and monitor the organization’s regulatory, legal, risk, environmental, and operational requirements are understood and inform the management of cybersecurity risk., Function:IDENTIFY (ID)'"
2034,ID.RA-1,"' Asset vulnerabilities are identified and documented; Category: Risk Assessment (ID.RA): The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals., Function:IDENTIFY (ID)'"
2035,ID.RA-2,"' Cyber threat intelligence is received from information sharing forums and sources; Category: Risk Assessment (ID.RA): The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals., Function:IDENTIFY (ID)'"
2036,ID.RA-3,"' Threats, both internal and external, are identified and documented; Category: Risk Assessment (ID.RA): The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals., Function:IDENTIFY (ID)'"
